Time (s),Cart Position (m),Cart Velocity (m/s),Pole Angle (rad),Pole Angular Velocity (rad/s),Control Input (N)
1740021140.8652,0.0137,-0.5957,-0.0147,0.8482,25.5073
1740021140.8752,0.0093,-0.3932,-0.0086,0.5409,16.0994
1740021140.8852,0.0049,-0.5951,-0.0024,0.8413,28.4594
1740021140.8952,-0.0003,-0.4067,0.0049,0.5564,20.1961
1740021140.9052,-0.0047,-0.5687,0.0109,0.7989,30.4906
1740021140.9152,-0.0095,-0.3635,0.0176,0.4908,21.2859
1740021140.9252,-0.0133,-0.4798,0.0227,0.6668,28.9901
1740021140.9352,-0.0173,-0.2831,0.0281,0.3737,20.0184
1740021140.9452,-0.0200,-0.3291,0.0317,0.4460,23.6343
1740021140.9552,-0.0225,-0.1661,0.0351,0.2054,16.0236
1740021140.9652,-0.0238,-0.1284,0.0366,0.1535,14.6701
1740021140.9752,-0.0246,-0.0232,0.0374,0.0010,9.5329
1740021140.9852,-0.0241,0.1041,0.0364,-0.1844,2.7702
1740021140.9952,-0.0229,0.1316,0.0343,-0.2198,1.0411
1740021141.0052,-0.0207,0.3442,0.0308,-0.5330,-10.9745
1740021141.0152,-0.0174,0.2813,0.0258,-0.4328,-8.6546
1740021141.0252,-0.0142,0.4294,0.0208,-0.6502,-17.6837
1740021141.0352,-0.0103,0.3116,0.0150,-0.4689,-12.6884
1740021141.0452,-0.0066,0.5292,0.0093,-0.7919,-25.7126
1740021141.0552,-0.0019,0.3626,0.0024,-0.5389,-18.4931
1740021141.0652,0.0020,0.5112,-0.0034,-0.7603,-27.9666
1740021141.0752,0.0063,0.3229,-0.0098,-0.4765,-19.5484
1740021141.0852,0.0095,0.3808,-0.0145,-0.5638,-23.9505
1740021141.0952,0.0126,0.2142,-0.0190,-0.3149,-16.3071
1740021141.1052,0.0143,0.1805,-0.0216,-0.2665,-15.3322
1740021141.1152,0.0154,0.0545,-0.0232,-0.0802,-9.1792
1740021141.1252,0.0154,-0.0600,-0.0232,0.0886,-3.1989
1740021141.1352,0.0146,-0.0927,-0.0220,0.1340,-1.3255
1740021141.1452,0.0130,-0.2539,-0.0196,0.3722,7.7358
1740021141.1552,0.0105,-0.2105,-0.0161,0.3033,6.1573
1740021141.1652,0.0078,-0.3970,-0.0121,0.5800,17.0612
1740021141.1752,0.0042,-0.2893,-0.0069,0.4153,12.5248
1740021141.1852,0.0009,-0.4286,-0.0022,0.6223,21.1529
1740021141.1952,-0.0028,-0.2875,0.0031,0.4089,14.9420
1740021141.2052,-0.0061,-0.4689,0.0080,0.6805,25.9514
1740021141.2152,-0.0101,-0.2996,0.0137,0.4262,18.4267
1740021141.2252,-0.0134,-0.4235,0.0183,0.6132,26.3804
1740021141.2352,-0.0168,-0.2469,0.0233,0.3497,18.3529
1740021141.2452,-0.0189,-0.2723,0.0263,0.3901,20.6578
1740021141.2552,-0.0210,-0.1294,0.0292,0.1789,13.9712
1740021141.2652,-0.0221,-0.1227,0.0307,0.1727,14.2320
1740021141.2752,-0.0228,-0.0239,0.0317,0.0287,9.4606
1740021141.2853,-0.0226,0.0598,0.0314,-0.0921,5.1465
1740021141.2952,-0.0219,0.0923,0.0303,-0.1364,3.3690
1740021141.3052,-0.0206,0.1867,0.0283,-0.2732,-1.9498
1740021141.3152,-0.0187,0.1765,0.0256,-0.2530,-1.8641
1740021141.3252,-0.0165,0.3009,0.0224,-0.4352,-9.1484
1740021141.3352,-0.0136,0.2420,0.0184,-0.3427,-6.8436
1740021141.3452,-0.0109,0.3378,0.0146,-0.4828,-12.8111
1740021141.3552,-0.0079,0.2502,0.0103,-0.3482,-9.0924
1740021141.3652,-0.0052,0.3395,0.0065,-0.4798,-14.7769
1740021141.3753,-0.0027,0.2225,0.0031,-0.3024,-9.3301
1740021141.3852,-0.0005,0.2716,-0.0000,-0.3750,-12.7295
1740021141.3952,0.0019,0.1825,-0.0032,-0.2405,-8.7589
1740021141.4052,0.0036,0.1847,-0.0054,-0.2437,-9.4682
1740021141.4152,0.0051,0.1153,-0.0073,-0.1399,-6.2846
1740021141.4252,0.0059,0.0607,-0.0083,-0.0588,-3.6473
1740021141.4352,0.0063,0.0283,-0.0086,-0.0113,-2.0520
1740021141.4452,0.0064,-0.0264,-0.0083,0.0694,0.8872
1740021141.4552,0.0061,-0.0252,-0.0076,0.0663,0.9557
1740021141.4652,0.0055,-0.1153,-0.0064,0.2001,6.0384
1740021141.4752,0.0044,-0.0807,-0.0046,0.1468,4.6117
1740021141.4852,0.0034,-0.1543,-0.0028,0.2562,8.9999
1740021141.4952,0.0023,-0.0774,-0.0009,0.1400,5.3597
1740021141.5053,0.0012,-0.1655,0.0010,0.2716,10.5594
1740021141.5152,0.0001,-0.0849,0.0028,0.1504,6.7285
1740021141.5252,-0.0009,-0.1559,0.0046,0.2569,11.0278
1740021141.5352,-0.0022,-0.0849,0.0067,0.1505,7.8201
1740021141.5452,-0.0030,-0.1221,0.0083,0.2070,10.2858
1740021141.5552,-0.0040,-0.0535,0.0099,0.1048,7.1038
1740021141.5652,-0.0043,-0.0297,0.0106,0.0704,6.1156
1740021141.5752,-0.0044,0.0145,0.0110,0.0055,3.9383
1740021141.5852,-0.0041,0.0351,0.0109,-0.0239,2.8959
1740021141.5953,-0.0036,0.0558,0.0105,-0.0531,1.7859
1740021141.6052,-0.0029,0.1161,0.0096,-0.1422,-1.5842
1740021141.6152,-0.0017,0.1081,0.0082,-0.1284,-1.4290
1740021141.6252,-0.0004,0.1654,0.0066,-0.2129,-4.8355
1740021141.6352,0.0011,0.1334,0.0047,-0.1633,-3.5545
1740021141.6452,0.0027,0.2218,0.0026,-0.2949,-8.7837
1740021141.6552,0.0048,0.1651,-0.0000,-0.2087,-6.3879
1740021141.6652,0.0067,0.2656,-0.0026,-0.3591,-12.4296
1740021141.6752,0.0090,0.1846,-0.0057,-0.2371,-8.8965
1740021141.6852,0.0113,0.3191,-0.0086,-0.4391,-16.9211
1740021141.6952,0.0140,0.2103,-0.0124,-0.2761,-12.1151
1740021141.7052,0.0166,0.3714,-0.0158,-0.5190,-21.7515
1740021141.7152,0.0198,0.2318,-0.0202,-0.3108,-15.5141
1740021141.7252,0.0224,0.3576,-0.0237,-0.5017,-23.3361
1740021141.7352,0.0253,0.2042,-0.0278,-0.2741,-16.3532
1740021141.7452,0.0279,0.3958,-0.0314,-0.5648,-27.7866
1740021141.7552,0.0304,0.1870,-0.0349,-0.2548,-17.7371
1740021141.7652,0.0327,0.3682,-0.0382,-0.5310,-28.5791
1740021141.7752,0.0357,0.1868,-0.0424,-0.2635,-20.2691
1740021141.7852,0.0378,0.3209,-0.0454,-0.4702,-28.5973
1740021141.7952,0.0402,0.1358,-0.0490,-0.1985,-19.9828
1740021141.8052,0.0417,0.2406,-0.0512,-0.3623,-26.5829
1740021141.8152,0.0429,0.0261,-0.0531,-0.0478,-16.0210
1740021141.8252,0.0432,0.0742,-0.0537,-0.1268,-19.1543
1740021141.8352,0.0434,-0.0507,-0.0541,0.0527,-13.0381
1740021141.8452,0.0427,-0.0665,-0.0533,0.0682,-12.4389
1740021141.8552,0.0416,-0.1465,-0.0520,0.1800,-8.2990
1740021141.8652,0.0397,-0.2187,-0.0497,0.2800,-4.2778
1740021141.8752,0.0374,-0.2454,-0.0467,0.3120,-2.5008
1740021141.8852,0.0343,-0.3867,-0.0427,0.5162,5.6849
1740021141.8952,0.0306,-0.3490,-0.0378,0.4523,4.5813
1740021141.9052,0.0263,-0.5519,-0.0322,0.7497,16.5616
1740021141.9152,0.0212,-0.4431,-0.0253,0.5802,12.2188
1740021141.9252,0.0161,-0.6672,-0.0185,0.9113,25.7721
1740021141.9352,0.0101,-0.4958,-0.0104,0.6492,18.4841
1740021141.9452,0.0045,-0.7049,-0.0030,0.9600,31.4992
1740021141.9552,-0.0005,-0.4568,0.0037,0.5855,19.8857
1740021141.9652,-0.0054,-0.6141,0.0100,0.8206,29.9640
1740021141.9752,-0.0107,-0.4106,0.0169,0.5150,20.8892
1740021141.9852,-0.0151,-0.5497,0.0225,0.7250,29.9136
1740021141.9952,-0.0189,-0.3199,0.0273,0.3818,18.9706
1740021142.0052,-0.0220,-0.3662,0.0310,0.4545,22.6052
1740021142.0152,-0.0249,-0.2091,0.0345,0.2225,15.3211
1740021142.0252,-0.0266,-0.1719,0.0362,0.1714,14.0270
1740021142.0352,-0.0278,-0.0696,0.0371,0.0231,9.0751
1740021142.0452,-0.0282,-0.0075,0.0368,-0.0647,5.9470
1740021142.0552,-0.0280,0.0377,0.0358,-0.1268,3.5519
1740021142.0652,-0.0274,0.0892,0.0342,-0.1984,0.6517
1740021142.0752,-0.0264,0.0944,0.0322,-0.2008,0.1079
1740021142.0852,-0.0253,0.1437,0.0299,-0.2694,-2.8691
1740021142.0952,-0.0239,0.1234,0.0273,-0.2340,-2.2161
1740021142.1052,-0.0225,0.1807,0.0247,-0.3154,-5.7511
1740021142.1152,-0.0208,0.1411,0.0218,-0.2515,-4.1842
1740021142.1252,-0.0195,0.1454,0.0194,-0.2542,-4.8732
1740021142.1352,-0.0182,0.1071,0.0172,-0.1933,-3.2514
1740021142.1452,-0.0176,0.0084,0.0159,-0.0423,1.8560
1740021142.1552,-0.0175,0.0084,0.0156,-0.0399,1.8967
1740021142.1652,-0.0181,-0.1542,0.0162,0.2063,10.8890
1740021142.1752,-0.0195,-0.0952,0.0180,0.1197,8.3195
1740021142.1852,-0.0211,-0.2937,0.0202,0.4197,19.6868
1740021142.1952,-0.0236,-0.1751,0.0238,0.2438,14.4108
1740021142.2053,-0.0256,-0.3548,0.0267,0.5160,24.9801
1740021142.2152,-0.0286,-0.2012,0.0309,0.2885,18.0771
1740021142.2252,-0.0311,-0.3951,0.0346,0.5831,29.6854
1740021142.2352,-0.0343,-0.2062,0.0393,0.3037,21.0696
1740021142.2452,-0.0369,-0.4258,0.0433,0.6380,34.1871
1740021142.2552,-0.0403,-0.2092,0.0483,0.3184,24.2679
1740021142.2652,-0.0425,-0.3290,0.0517,0.5042,31.9777
1740021142.2753,-0.0444,-0.0688,0.0547,0.1211,19.2484
1740021142.2852,-0.0452,-0.1432,0.0560,0.2395,24.0061
1740021142.2952,-0.0459,0.0140,0.0574,0.0118,16.4273
1740021142.3052,-0.0452,0.0812,0.0568,-0.0804,13.1748
1740021142.3152,-0.0440,0.1713,0.0554,-0.2067,8.4657
1740021142.3253,-0.0416,0.3103,0.0524,-0.4063,0.7309
1740021142.3352,-0.0388,0.3015,0.0488,-0.3854,0.6961
1740021142.3452,-0.0350,0.5158,0.0437,-0.6984,-11.6669
1740021142.3552,-0.0300,0.4421,0.0371,-0.5797,-9.0375
1740021142.3652,-0.0249,0.6622,0.0303,-0.9029,-22.2770
1740021142.3752,-0.0188,0.5133,0.0221,-0.6731,-16.1205
1740021142.3852,-0.0131,0.7387,0.0145,-1.0063,-29.9864
1740021142.3952,-0.0065,0.5368,0.0057,-0.6991,-21.2874
1740021142.4052,-0.0004,0.8032,-0.0024,-1.0962,-37.5980
1740021142.4152,0.0066,0.5535,-0.0118,-0.7196,-26.6355
1740021142.4252,0.0127,0.7766,-0.0198,-1.0544,-40.7277
1740021142.4352,0.0193,0.5029,-0.0286,-0.6445,-28.4660
1740021142.4452,0.0245,0.6541,-0.0353,-0.8739,-38.5222
1740021142.4552,0.0298,0.3922,-0.0423,-0.4846,-26.5781
1740021142.4652,0.0338,0.5060,-0.0473,-0.6604,-34.2886
1740021142.4752,0.0379,0.2743,-0.0524,-0.3187,-23.5670
1740021142.4852,0.0403,0.2913,-0.0552,-0.3512,-25.6199
1740021142.4952,0.0424,0.1145,-0.0575,-0.0938,-17.1961
1740021142.5052,0.0434,0.1355,-0.0583,-0.1335,-18.9691
1740021142.5152,0.0439,0.0000,-0.0585,0.0618,-12.1977
1740021142.5252,0.0437,-0.0137,-0.0576,0.0737,-11.6968
1740021142.5352,0.0432,-0.0900,-0.0563,0.1792,-7.7620
1740021142.5452,0.0422,-0.0971,-0.0544,0.1812,-7.3348
1740021142.5552,0.0410,-0.1408,-0.0523,0.2381,-4.9040
1740021142.5652,0.0394,-0.1810,-0.0496,0.2902,-2.4894
1740021142.5752,0.0375,-0.1934,-0.0467,0.3007,-1.4651
1740021142.5852,0.0354,-0.2362,-0.0434,0.3572,1.2757
1740021142.5952,0.0330,-0.2220,-0.0400,0.3288,1.0523
1740021142.6052,0.0309,-0.2164,-0.0368,0.3138,1.2407
1740021142.6152,0.0288,-0.1980,-0.0338,0.2800,0.7092
1740021142.6252,0.0269,-0.1748,-0.0312,0.2396,-0.1532
1740021142.6352,0.0254,-0.1679,-0.0292,0.2246,-0.2269
1740021142.6452,0.0238,-0.1520,-0.0270,0.1961,-0.7831
1740021142.6552,0.0223,-0.1488,-0.0251,0.1868,-0.7029
1740021142.6652,0.0207,-0.1854,-0.0231,0.2375,1.5722
1740021142.6752,0.0189,-0.1714,-0.0208,0.2126,1.2087
1740021142.6852,0.0171,-0.1787,-0.0187,0.2200,1.9582
1740021142.6952,0.0155,-0.1592,-0.0166,0.1875,1.2707
1740021142.7052,0.0138,-0.1778,-0.0147,0.2125,2.6089
1740021142.7152,0.0121,-0.1555,-0.0127,0.1764,1.7813
1740021142.7252,0.0108,-0.1487,-0.0112,0.1641,1.6928
1740021142.7352,0.0094,-0.1307,-0.0098,0.1352,1.0028
1740021142.7452,0.0080,-0.1501,-0.0083,0.1625,2.3094
1740021142.7552,0.0066,-0.1312,-0.0068,0.1326,1.5943
1740021142.7652,0.0053,-0.1278,-0.0056,0.1262,1.6584
1740021142.7752,0.0041,-0.1116,-0.0044,0.1007,1.0136
1740021142.7852,0.0031,-0.0917,-0.0036,0.0700,0.1080
1740021142.7952,0.0023,-0.0854,-0.0030,0.0598,-0.1207
1740021142.8052,0.0014,-0.0740,-0.0024,0.0422,-0.6418
1740021142.8152,0.0007,-0.0744,-0.0020,0.0423,-0.5593
1740021142.8252,-0.0001,-0.0997,-0.0015,0.0799,0.9083
1740021142.8352,-0.0010,-0.0896,-0.0008,0.0644,0.5023
1740021142.8452,-0.0018,-0.0858,-0.0002,0.0583,0.4201
1740021142.8552,-0.0027,-0.0795,0.0003,0.0489,0.2001
1740021142.8652,-0.0037,-0.1455,0.0012,0.1477,3.9458
1740021142.8752,-0.0051,-0.1216,0.0026,0.1117,3.0061
1740021142.8852,-0.0066,-0.2129,0.0042,0.2488,8.3158
1740021142.8952,-0.0086,-0.1603,0.0064,0.1700,6.0786
1740021142.9052,-0.0105,-0.2704,0.0086,0.3356,12.5955
1740021142.9152,-0.0125,-0.1721,0.0109,0.1887,7.9595
1740021142.9252,-0.0148,-0.3419,0.0136,0.4445,17.8446
1740021142.9352,-0.0178,-0.2306,0.0174,0.2785,12.9565
1740021142.9452,-0.0206,-0.4177,0.0211,0.5610,24.0602
1740021142.9552,-0.0242,-0.2642,0.0257,0.3327,17.2066
1740021142.9652,-0.0273,-0.4448,0.0298,0.6065,28.1379
1740021142.9752,-0.0310,-0.2628,0.0348,0.3367,19.8998
1740021142.9852,-0.0339,-0.4054,0.0386,0.5548,28.8066
1740021142.9952,-0.0372,-0.2165,0.0429,0.2761,20.1255
1740021143.0052,-0.0395,-0.3303,0.0460,0.4524,27.3571
1740021143.0152,-0.0420,-0.1509,0.0494,0.1894,19.0039
1740021143.0252,-0.0432,-0.1526,0.0509,0.1988,19.8962
1740021143.0352,-0.0439,-0.0095,0.0516,-0.0092,12.8035
1740021143.0452,-0.0437,0.0189,0.0511,-0.0441,11.5831
1740021143.0552,-0.0431,0.0962,0.0502,-0.1523,7.6144
1740021143.0652,-0.0416,0.2088,0.0479,-0.3131,1.4086
1740021143.0752,-0.0394,0.2213,0.0446,-0.3241,0.2894
1740021143.0852,-0.0365,0.3921,0.0404,-0.5728,-9.5823
1740021143.0952,-0.0328,0.3317,0.0350,-0.4749,-7.4019
1740021143.1052,-0.0289,0.5077,0.0294,-0.7327,-17.9918
1740021143.1152,-0.0243,0.3880,0.0228,-0.5470,-13.0265
1740021143.1252,-0.0198,0.5872,0.0164,-0.8413,-25.1585
1740021143.1352,-0.0146,0.4199,0.0090,-0.5860,-17.9484
1740021143.1452,-0.0106,0.5493,0.0034,-0.7777,-26.2675
1740021143.1552,-0.0058,0.3719,-0.0032,-0.5093,-18.4295
1740021143.1652,-0.0020,0.4726,-0.0085,-0.6597,-25.2126
1740021143.1752,0.0020,0.2989,-0.0139,-0.3990,-17.3681
1740021143.1852,0.0049,0.3379,-0.0178,-0.4587,-20.5589
1740021143.1952,0.0076,0.1937,-0.0214,-0.2440,-13.8929
1740021143.2052,0.0091,0.1294,-0.0231,-0.1502,-11.0656
1740021143.2152,0.0099,0.0446,-0.0240,-0.0261,-6.9211
1740021143.2253,0.0098,-0.0794,-0.0234,0.1564,-0.3013
1740021143.2352,0.0091,-0.0774,-0.0220,0.1500,-0.2192
1740021143.2452,0.0075,-0.2663,-0.0194,0.4296,10.4155
1740021143.2552,0.0050,-0.2078,-0.0154,0.3379,8.1696
1740021143.2652,0.0024,-0.3888,-0.0111,0.6064,18.8670
1740021143.2752,-0.0011,-0.2686,-0.0058,0.4231,13.7277
1740021143.2852,-0.0043,-0.4440,-0.0008,0.6845,24.3884
1740021143.2952,-0.0080,-0.2849,0.0051,0.4440,17.3714
1740021143.3052,-0.0112,-0.4357,0.0100,0.6701,26.8023
1740021143.3153,-0.0148,-0.2585,0.0156,0.4042,18.8312
1740021143.3252,-0.0176,-0.3672,0.0199,0.5687,25.9165
1740021143.3352,-0.0205,-0.1941,0.0245,0.3106,17.9878
1740021143.3453,-0.0223,-0.2030,0.0273,0.3270,19.4188
1740021143.3552,-0.0234,-0.0600,0.0292,0.1156,12.4523
1740021143.3652,-0.0234,0.0287,0.0295,-0.0134,8.0463
1740021143.3752,-0.0228,0.0901,0.0289,-0.1010,4.8489
1740021143.3852,-0.0213,0.2195,0.0271,-0.2905,-2.3155
1740021143.3952,-0.0191,0.2096,0.0241,-0.2710,-2.3059
1740021143.4052,-0.0164,0.3631,0.0206,-0.4969,-11.2402
1740021143.4152,-0.0130,0.2914,0.0160,-0.3853,-8.3979
1740021143.4252,-0.0097,0.4269,0.0116,-0.5853,-16.6713
1740021143.4352,-0.0059,0.3151,0.0064,-0.4145,-11.8950
1740021143.4453,-0.0022,0.4779,0.0015,-0.6568,-21.8224
1740021143.4552,0.0012,0.3064,-0.0031,-0.3980,-13.7868
1740021143.4652,0.0044,0.4051,-0.0073,-0.5456,-20.1885
1740021143.4752,0.0079,0.2674,-0.0119,-0.3390,-14.0321
1740021143.4852,0.0108,0.3749,-0.0156,-0.5013,-20.8456
1740021143.4952,0.0139,0.2352,-0.0197,-0.2928,-14.5321
1740021143.5052,0.0162,0.2545,-0.0225,-0.3241,-16.4244
1740021143.5152,0.0182,0.1389,-0.0249,-0.1533,-11.0303
1740021143.5252,0.0194,0.1315,-0.0262,-0.1456,-11.1551
1740021143.5353,0.0203,0.0527,-0.0271,-0.0310,-7.3701
1740021143.5452,0.0205,0.0005,-0.0270,0.0434,-4.7506
1740021143.5552,0.0204,-0.0316,-0.0264,0.0878,-3.0617
1740021143.5652,0.0198,-0.0748,-0.0252,0.1484,-0.6508
1740021143.5752,0.0190,-0.0801,-0.0236,0.1524,-0.1654
1740021143.5852,0.0181,-0.1206,-0.0219,0.2093,2.2734
1740021143.5952,0.0169,-0.1046,-0.0199,0.1816,1.7579
1740021143.6052,0.0158,-0.1224,-0.0181,0.2049,3.0313
1740021143.6152,0.0148,-0.0926,-0.0163,0.1572,1.7555
1740021143.6252,0.0140,-0.0912,-0.0149,0.1525,1.9114
1740021143.6352,0.0131,-0.0742,-0.0135,0.1246,1.2432
1740021143.6452,0.0125,-0.0523,-0.0125,0.0894,0.2330
1740021143.6552,0.0120,-0.0457,-0.0116,0.0775,-0.0078
1740021143.6652,0.0117,-0.0200,-0.0110,0.0370,-1.3272
1740021143.6752,0.0115,-0.0247,-0.0107,0.0424,-1.0694
1740021143.6852,0.0113,0.0069,-0.0104,-0.0067,-2.7913
1740021143.6952,0.0113,-0.0125,-0.0104,0.0210,-1.8077
1740021143.7052,0.0116,0.1038,-0.0108,-0.1550,-8.2567
1740021143.7152,0.0125,0.0588,-0.0122,-0.0886,-6.2778
1740021143.7252,0.0134,0.1405,-0.0134,-0.2129,-11.0932
1740021143.7352,0.0145,0.0712,-0.0151,-0.1104,-7.9342
1740021143.7452,0.0154,0.1431,-0.0165,-0.2202,-12.2796
1740021143.7552,0.0165,0.0648,-0.0182,-0.1047,-8.6684
1740021143.7652,0.0174,0.1515,-0.0197,-0.2371,-13.8414
1740021143.7753,0.0182,0.0382,-0.0211,-0.0696,-8.3088
1740021143.7852,0.0190,0.1518,-0.0223,-0.2427,-14.8893
1740021143.7952,0.0201,0.0596,-0.0242,-0.1071,-10.6242
1740021143.8052,0.0207,0.0812,-0.0252,-0.1429,-12.2520
1740021143.8152,0.0211,-0.0001,-0.0261,-0.0244,-8.3454
1740021143.8252,0.0211,0.0241,-0.0263,-0.0645,-9.9330
1740021143.8352,0.0210,-0.0391,-0.0266,0.0266,-6.8329
1740021143.8452,0.0207,-0.0141,-0.0263,-0.0150,-8.3523
1740021143.8552,0.0203,-0.0653,-0.0262,0.0580,-5.7930
1740021143.8652,0.0196,-0.0594,-0.0255,0.0452,-6.1780
1740021143.8752,0.0188,-0.0968,-0.0248,0.0973,-4.2251
1740021143.8852,0.0177,-0.1120,-0.0237,0.1163,-3.3418
1740021143.8952,0.0165,-0.1311,-0.0224,0.1411,-2.2037
1740021143.9052,0.0150,-0.1715,-0.0208,0.1981,0.1900
1740021143.9152,0.0133,-0.1678,-0.0188,0.1890,0.3086
1740021143.9252,0.0111,-0.3006,-0.0162,0.3850,7.9431
1740021143.9352,0.0083,-0.2512,-0.0125,0.3076,6.0714
1740021143.9452,0.0053,-0.3941,-0.0088,0.5194,14.5888
1740021143.9552,0.0017,-0.2984,-0.0041,0.3733,10.5558
1740021143.9652,-0.0018,-0.4678,0.0004,0.6259,20.7539
1740021143.9752,-0.0059,-0.3316,0.0058,0.4203,14.8389
1740021143.9852,-0.0100,-0.5664,0.0111,0.7723,28.8401
1740021143.9952,-0.0140,-0.3428,0.0164,0.4369,18.2721
1740021144.0052,-0.0181,-0.5816,0.0218,0.7964,32.5896
1740021144.0152,-0.0230,-0.3715,0.0285,0.4828,23.2232
1740021144.0252,-0.0274,-0.6115,0.0342,0.8457,37.8033
1740021144.0352,-0.0325,-0.3659,0.0412,0.4807,26.7143
1740021144.0452,-0.0365,-0.5528,0.0466,0.7658,38.4437
1740021144.0552,-0.0409,-0.2997,0.0526,0.3918,26.8396
1740021144.0652,-0.0441,-0.4316,0.0568,0.5962,35.4024
1740021144.0752,-0.0474,-0.1976,0.0612,0.2528,24.5031
1740021144.0852,-0.0493,-0.2765,0.0638,0.3795,29.8819
1740021144.0952,-0.0507,-0.0594,0.0656,0.0622,19.2152
1740021144.1052,-0.0510,-0.0530,0.0658,0.0622,19.4767
1740021144.1152,-0.0509,0.0762,0.0655,-0.1216,13.0522
1740021144.1252,-0.0498,0.1181,0.0639,-0.1744,10.9257
1740021144.1352,-0.0483,0.1885,0.0616,-0.2700,7.1197
1740021144.1452,-0.0459,0.2785,0.0583,-0.3950,1.9687
1740021144.1552,-0.0430,0.2892,0.0543,-0.4015,0.8407
1740021144.1652,-0.0396,0.4331,0.0495,-0.6081,-7.6464
1740021144.1753,-0.0354,0.3807,0.0437,-0.5209,-5.9122
1740021144.1852,-0.0311,0.5175,0.0378,-0.7183,-14.3759
1740021144.1952,-0.0271,0.3953,0.0323,-0.5287,-8.9543
1740021144.2052,-0.0228,0.5100,0.0266,-0.6947,-16.2935
1740021144.2152,-0.0182,0.3950,0.0204,-0.5166,-11.4850
1740021144.2252,-0.0141,0.4730,0.0151,-0.6295,-16.8609
1740021144.2352,-0.0099,0.3516,0.0096,-0.4438,-11.6167
1740021144.2452,-0.0066,0.3647,0.0054,-0.4611,-13.3102
1740021144.2552,-0.0034,0.2640,0.0015,-0.3081,-8.8428
1740021144.2652,-0.0011,0.2016,-0.0010,-0.2136,-6.0973
1740021144.2752,0.0006,0.1466,-0.0027,-0.1309,-3.5664
1740021144.2852,0.0018,0.1047,-0.0037,-0.0681,-1.5623
1740021144.2953,0.0027,0.0901,-0.0042,-0.0465,-0.9117
1740021144.3052,0.0032,-0.0079,-0.0040,0.0999,4.3788
1740021144.3152,0.0031,0.0108,-0.0031,0.0710,3.6183
1740021144.3252,0.0031,-0.0404,-0.0021,0.1473,6.6155
1740021144.3353,0.0028,-0.0003,-0.0009,0.0864,4.7911
1740021144.3452,0.0028,-0.0278,0.0000,0.1273,6.5293
1740021144.3552,0.0027,0.0139,0.0010,0.0645,4.5814
1740021144.3652,0.0028,-0.0040,0.0017,0.0914,5.7531
1740021144.3752,0.0030,0.0367,0.0022,0.0303,3.7399
1740021144.3852,0.0038,0.1369,0.0018,-0.1197,-1.6871
1740021144.3952,0.0051,0.1182,0.0008,-0.0910,-0.9054
1740021144.4052,0.0068,0.2594,-0.0009,-0.3025,-8.8967
1740021144.4152,0.0088,0.1873,-0.0031,-0.1938,-5.5712
1740021144.4252,0.0115,0.4287,-0.0064,-0.5559,-19.3666
1740021144.4352,0.0154,0.3119,-0.0113,-0.3804,-14.4131
1740021144.4452,0.0193,0.5511,-0.0162,-0.7400,-28.5925
1740021144.4552,0.0241,0.3683,-0.0226,-0.4664,-20.5337
1740021144.4652,0.0285,0.6301,-0.0284,-0.8614,-36.2455
1740021144.4752,0.0338,0.3965,-0.0356,-0.5134,-25.8046
1740021144.4852,0.0384,0.6479,-0.0417,-0.8942,-41.1321
1740021144.4952,0.0438,0.3805,-0.0489,-0.4977,-29.0327
1740021144.5052,0.0480,0.5905,-0.0546,-0.8184,-42.1257
1740021144.5152,0.0527,0.3147,-0.0610,-0.4115,-29.4810
1740021144.5252,0.0560,0.4451,-0.0653,-0.6149,-38.0703
1740021144.5352,0.0593,0.1932,-0.0699,-0.2462,-26.3143
1740021144.5452,0.0610,0.2339,-0.0721,-0.3168,-29.6321
1740021144.5552,0.0625,0.0360,-0.0739,-0.0307,-20.1399
1740021144.5652,0.0625,0.0146,-0.0737,-0.0096,-19.5637
1740021144.5753,0.0620,-0.1153,-0.0730,0.1739,-13.0382
1740021144.5852,0.0603,-0.2054,-0.0705,0.2975,-8.1934
1740021144.5952,0.0579,-0.2597,-0.0671,0.3677,-5.0108
1740021144.6052,0.0548,-0.3790,-0.0627,0.5355,1.9428
1740021144.6152,0.0512,-0.3450,-0.0577,0.4742,0.8889
1740021144.6252,0.0475,-0.4925,-0.0526,0.6864,9.6497
1740021144.6352,0.0428,-0.4246,-0.0461,0.5754,7.2321
1740021144.6452,0.0381,-0.5693,-0.0397,0.7841,16.2352
1740021144.6552,0.0329,-0.4551,-0.0326,0.6053,11.6075
1740021144.6652,0.0280,-0.5865,-0.0261,0.7962,20.0456
1740021144.6752,0.0227,-0.4453,-0.0191,0.5788,14.0560
1740021144.6852,0.0180,-0.5666,-0.0129,0.7565,21.9686
1740021144.6952,0.0130,-0.4127,-0.0063,0.5221,15.2770
1740021144.7052,0.0086,-0.5408,-0.0007,0.7121,23.5251
1740021144.7152,0.0043,-0.3349,0.0047,0.4016,13.8403
1740021144.7252,0.0010,-0.4334,0.0087,0.5492,20.1819
1740021144.7352,-0.0027,-0.2924,0.0133,0.3378,13.8420
1740021144.7452,-0.0055,-0.3324,0.0166,0.3989,16.9235
1740021144.7552,-0.0083,-0.2128,0.0198,0.2211,11.4426
1740021144.7652,-0.0105,-0.2573,0.0220,0.2903,14.5441
1740021144.7752,-0.0126,-0.1572,0.0242,0.1427,9.9091
1740021144.7852,-0.0142,-0.1942,0.0257,0.2015,12.4418
