Time (s),Cart Position (m),Cart Velocity (m/s),Pole Angle (rad),Pole Angular Velocity (rad/s),Control Input (N)
1740035338.1277,0.0041,-0.0062,0.0055,-0.0077,1.2422
1740035338.1377,0.0040,-0.0104,0.0055,-0.0006,1.5239
1740035338.1477,0.0039,0.0016,0.0054,-0.0177,0.8973
1740035338.1577,0.0040,0.0082,0.0052,-0.0268,0.5229
1740035338.1678,0.0041,0.0113,0.0049,-0.0307,0.3234
1740035338.1777,0.0043,0.0207,0.0045,-0.0441,-0.2591
1740035338.1877,0.0045,0.0181,0.0041,-0.0393,-0.1896
1740035338.1977,0.0048,0.0327,0.0035,-0.0606,-1.1118
1740035338.2077,0.0051,0.0508,0.0029,-0.0870,-2.2012
1740035338.2177,0.0055,0.0313,0.0022,-0.0572,-1.3199
1740035338.2277,0.0058,0.0482,0.0017,-0.0821,-2.3430
1740035338.2383,0.0061,0.0318,0.0011,-0.0571,-1.5963
1740035338.2477,0.0063,0.0201,0.0007,-0.0393,-1.0599
1740035338.2577,0.0067,0.0265,0.0001,-0.0487,-1.5621
1740035338.2677,0.0068,0.0132,-0.0003,-0.0286,-0.9475
1740035338.2778,0.0071,0.0406,-0.0007,-0.0697,-2.5295
1740035338.2889,0.0074,0.0237,-0.0012,-0.0444,-1.7656
1740035338.2977,0.0075,0.0064,-0.0015,-0.0185,-0.9343
1740035338.3081,0.0075,-0.0102,-0.0016,0.0063,-0.0795
1740035338.3181,0.0073,-0.0212,-0.0014,0.0226,0.5503
1740035338.3277,0.0071,-0.0431,-0.0011,0.0551,1.7708
1740035338.3378,0.0068,-0.0305,-0.0008,0.0360,1.1773
1740035338.3477,0.0066,-0.0524,-0.0005,0.0687,2.4240
1740035338.3577,0.0061,-0.0313,0.0000,0.0368,1.4168
1740035338.3678,0.0059,-0.0607,0.0004,0.0810,3.0792
1740035338.3777,0.0054,-0.0342,0.0010,0.0411,1.8087
1740035338.3877,0.0051,-0.0569,0.0013,0.0752,3.1208
1740035338.3977,0.0047,-0.0303,0.0018,0.0353,1.8369
1740035338.4078,0.0045,-0.0209,0.0020,0.0214,1.3833
1740035338.4177,0.0034,-0.2180,0.0035,0.3172,12.3734
1740035338.4277,0.0018,-0.1478,0.0059,0.2117,9.2415
1740035338.4377,0.0008,-0.0698,0.0073,0.0952,5.4881
1740035338.4477,0.0004,-0.0379,0.0078,0.0479,3.9387
1740035338.4577,-0.0001,-0.0389,0.0084,0.0504,4.2092
1740035338.4677,-0.0003,-0.0080,0.0087,0.0052,2.6856
1740035338.4777,-0.0003,0.0046,0.0086,-0.0129,2.0434
1740035338.4877,-0.0001,0.0224,0.0083,-0.0381,1.0890
1740035338.4977,0.0002,0.0317,0.0079,-0.0508,0.5362
1740035338.5077,0.0005,0.0344,0.0074,-0.0536,0.3303
1740035338.5177,0.0008,0.0351,0.0069,-0.0536,0.2116
1740035338.5277,0.0012,0.0351,0.0063,-0.0523,0.1354
1740035338.5378,0.0016,0.0382,0.0058,-0.0560,-0.1278
1740035338.5478,0.0018,0.0335,0.0053,-0.0481,0.0544
1740035338.5577,0.0021,0.0325,0.0050,-0.0459,0.0472
1740035338.5677,0.0025,0.0273,0.0045,-0.0371,0.2501
1740035338.5777,0.0027,0.0279,0.0041,-0.0373,0.1603
1740035338.5877,0.0030,0.0278,0.0037,-0.0364,0.1064
1740035338.5977,0.0033,0.0272,0.0033,-0.0349,0.0706
1740035338.6078,0.0035,0.0267,0.0031,-0.0337,0.0577
1740035338.6177,0.0038,0.0257,0.0027,-0.0315,0.0373
1740035338.6277,0.0041,0.0248,0.0024,-0.0297,0.0310
1740035338.6379,0.0043,0.0207,0.0021,-0.0231,0.2062
1740035338.6477,0.0045,0.0213,0.0019,-0.0237,0.1379
1740035338.6577,0.0048,0.0259,0.0016,-0.0303,-0.1772
1740035338.6677,0.0051,0.0386,0.0013,-0.0490,-0.9192
1740035338.6792,0.0053,0.0324,0.0010,-0.0394,-0.6549
1740035338.6877,0.0057,0.0482,0.0005,-0.0630,-1.6007
1740035338.6977,0.0061,0.0337,0.0000,-0.0410,-0.9470
1740035338.7080,0.0064,0.0608,-0.0004,-0.0816,-2.4995
1740035338.7177,0.0072,0.0746,-0.0015,-0.1021,-3.5446
1740035338.7277,0.0079,0.0882,-0.0024,-0.1226,-4.5036
1740035338.7377,0.0085,0.0496,-0.0033,-0.0647,-2.6808
1740035338.7478,0.0089,0.0645,-0.0038,-0.0875,-3.6421
1740035338.7577,0.0094,0.0337,-0.0044,-0.0415,-2.1751
1740035338.7678,0.0097,0.0481,-0.0047,-0.0638,-3.0678
1740035338.7777,0.0100,0.0224,-0.0052,-0.0259,-1.8386
1740035338.7877,0.0102,0.0341,-0.0053,-0.0442,-2.5540
1740035338.7977,0.0104,0.0131,-0.0056,-0.0133,-1.5374
1740035338.8077,0.0105,0.0162,-0.0057,-0.0187,-1.7627
1740035338.8177,0.0106,0.0034,-0.0057,-0.0003,-1.1406
1740035338.8278,0.0106,-0.0049,-0.0057,0.0114,-0.7192
1740035338.8377,0.0105,-0.0103,-0.0055,0.0187,-0.4341
1740035338.8477,0.0104,-0.0119,-0.0054,0.0206,-0.3445
1740035338.8577,0.0101,-0.0259,-0.0050,0.0406,0.4697
1740035338.8677,0.0099,-0.0433,-0.0046,0.0659,1.4644
1740035338.8778,0.0096,-0.0338,-0.0042,0.0510,1.0320
1740035338.8878,0.0093,-0.0221,-0.0038,0.0328,0.4740
1740035338.8977,0.0088,-0.0469,-0.0030,0.0692,1.9794
1740035338.9077,0.0084,-0.0570,-0.0024,0.0839,2.6517
1740035338.9177,0.0080,-0.0338,-0.0017,0.0485,1.5538
1740035338.9277,0.0077,-0.0406,-0.0013,0.0583,2.0037
1740035338.9377,0.0074,-0.0232,-0.0009,0.0319,1.1718
1740035338.9478,0.0072,-0.0130,-0.0007,0.0164,0.6790
1740035338.9577,0.0071,-0.0079,-0.0006,0.0087,0.4244
1740035338.9677,0.0071,-0.0042,-0.0005,0.0030,0.2328
1740035338.9778,0.0071,0.0079,-0.0006,-0.0152,-0.4574
1740035338.9877,0.0072,0.0255,-0.0008,-0.0416,-1.4520
1740035338.9977,0.0074,0.0131,-0.0011,-0.0231,-0.8790
1740035339.0078,0.0075,0.0455,-0.0014,-0.0719,-2.6869
1740035339.0178,0.0078,0.0317,-0.0017,-0.0512,-2.0470
1740035339.0277,0.0080,0.0162,-0.0021,-0.0280,-1.3178
1740035339.0377,0.0084,0.0464,-0.0028,-0.0735,-3.1445
1740035339.0477,0.0088,0.0215,-0.0033,-0.0363,-1.9722
1740035339.0577,0.0093,0.0458,-0.0042,-0.0731,-3.5266
1740035339.0677,0.0096,0.0166,-0.0047,-0.0298,-2.1237
1740035339.0777,0.0097,-0.0005,-0.0048,-0.0049,-1.2929
1740035339.0878,0.0096,0.0104,-0.0048,-0.0219,-1.9199
1740035339.0977,0.0096,-0.0048,-0.0049,0.0002,-1.1739
1740035339.1077,0.0096,0.0008,-0.0049,-0.0089,-1.5025
1740035339.1177,0.0095,-0.0085,-0.0049,0.0044,-1.0440
1740035339.1277,0.0094,-0.0068,-0.0048,0.0011,-1.1565
1740035339.1377,0.0093,-0.0153,-0.0047,0.0132,-0.7233
1740035339.1477,0.0092,-0.0191,-0.0046,0.0183,-0.5185
1740035339.1577,0.0090,-0.0216,-0.0044,0.0213,-0.3786
1740035339.1677,0.0087,-0.0260,-0.0042,0.0272,-0.1233
1740035339.1778,0.0085,-0.0257,-0.0039,0.0262,-0.1117
1740035339.1877,0.0082,-0.0262,-0.0037,0.0263,-0.0537
1740035339.1977,0.0080,-0.0254,-0.0034,0.0245,-0.0684
1740035339.2078,0.0077,-0.0176,-0.0032,0.0123,-0.4596
1740035339.2189,0.0076,-0.0190,-0.0031,0.0141,-0.3848
1740035339.2277,0.0074,-0.0094,-0.0030,-0.0009,-0.8896
1740035339.2377,0.0073,-0.0159,-0.0029,0.0083,-0.5640
1740035339.2478,0.0071,-0.0194,-0.0028,0.0132,-0.3761
1740035339.2577,0.0071,-0.0059,-0.0029,-0.0073,-1.1428
1740035339.2677,0.0070,0.0024,-0.0029,-0.0203,-1.6334
1740035339.2777,0.0069,-0.0103,-0.0030,-0.0016,-1.0068
1740035339.2877,0.0068,-0.0176,-0.0030,0.0089,-0.6354
1740035339.2977,0.0067,-0.0082,-0.0031,-0.0057,-1.2000
1740035339.3077,0.0066,-0.0117,-0.0031,-0.0009,-1.0411
1740035339.3213,0.0065,-0.0170,-0.0031,0.0067,-0.7734
1740035339.3277,0.0063,-0.0238,-0.0029,0.0163,-0.4110
1740035339.3377,0.0060,-0.0257,-0.0028,0.0188,-0.2959
1740035339.3477,0.0058,-0.0433,-0.0025,0.0448,0.6783
1740035339.3580,0.0055,-0.0382,-0.0023,0.0369,0.4597
1740035339.3677,0.0051,-0.0613,-0.0019,0.0710,1.7629
1740035339.3777,0.0046,-0.0465,-0.0014,0.0485,1.0866
1740035339.3877,0.0041,-0.0738,-0.0009,0.0891,2.6543
1740035339.3978,0.0035,-0.0500,-0.0002,0.0531,1.5429
1740035339.4077,0.0031,-0.0761,0.0003,0.0922,3.0575
1740035339.4177,0.0025,-0.0491,0.0010,0.0515,1.7864
1740035339.4277,0.0021,-0.0323,0.0013,0.0263,0.9779
1740035339.4377,0.0013,-0.0616,0.0022,0.0704,2.7806
1740035339.4477,0.0008,-0.0735,0.0028,0.0884,3.5740
1740035339.4577,0.0003,-0.0427,0.0034,0.0424,2.1029
1740035339.4677,-0.0001,-0.0247,0.0037,0.0159,1.2321
1740035339.4777,-0.0004,-0.0300,0.0040,0.0242,1.6192
1740035339.4877,-0.0006,-0.0180,0.0041,0.0067,1.0335
1740035339.4978,-0.0008,-0.0098,0.0041,-0.0050,0.6197
1740035339.5077,-0.0008,-0.0006,0.0040,-0.0181,0.1294
1740035339.5177,-0.0008,0.0001,0.0038,-0.0186,0.0728
1740035339.5278,-0.0008,0.0004,0.0036,-0.0185,0.0306
1740035339.5377,-0.0006,0.0214,0.0031,-0.0493,-1.1974
1740035339.5477,-0.0004,0.0458,0.0026,-0.0854,-2.6188
1740035339.5578,-0.0001,0.0255,0.0020,-0.0544,-1.6732
1740035339.5677,0.0001,0.0105,0.0016,-0.0315,-0.9647
1740035339.5777,0.0004,0.0285,0.0010,-0.0582,-2.0897
1740035339.5877,0.0006,0.0334,0.0005,-0.0652,-2.4722
1740035339.5977,0.0009,0.0127,0.0000,-0.0339,-1.4848
1740035339.6077,0.0009,0.0134,-0.0002,-0.0349,-1.5961
1740035339.6178,0.0010,0.0004,-0.0005,-0.0154,-0.9666
1740035339.6277,0.0009,-0.0077,-0.0006,-0.0033,-0.5656
1740035339.6377,0.0008,-0.0150,-0.0005,0.0075,-0.1717
1740035339.6477,0.0007,-0.0160,-0.0004,0.0089,-0.1040
1740035339.6582,0.0006,-0.0277,-0.0004,0.0265,0.5426
1740035339.6677,0.0002,-0.0232,-0.0000,0.0196,0.3783
1740035339.6777,-0.0003,-0.0434,0.0006,0.0497,1.6065
1740035339.6877,-0.0006,-0.0333,0.0009,0.0346,1.1407
1740035339.6978,-0.0013,-0.0560,0.0017,0.0687,2.5933
1740035339.7078,-0.0017,-0.0358,0.0022,0.0384,1.6364
1740035339.7177,-0.0032,-0.1619,0.0043,0.2276,8.9587
1740035339.7278,-0.0045,-0.1024,0.0062,0.1385,6.2870
1740035339.7378,-0.0056,-0.0856,0.0077,0.1139,5.8228
1740035339.7477,-0.0062,-0.0679,0.0084,0.0882,5.1368
1740035339.7577,-0.0067,-0.0255,0.0090,0.0256,3.0654
1740035339.7677,-0.0068,-0.0034,0.0091,-0.0064,1.9628
1740035339.7777,-0.0069,-0.0053,0.0091,-0.0022,2.1584
1740035339.7877,-0.0069,0.0111,0.0090,-0.0254,1.3123
1740035339.7977,-0.0069,0.0057,0.0089,-0.0160,1.6501
1740035339.8077,-0.0068,0.0176,0.0086,-0.0325,1.0191
1740035339.8177,-0.0066,0.0138,0.0084,-0.0255,1.2378
1740035339.8280,-0.0065,0.0113,0.0082,-0.0208,1.3680
1740035339.8378,-0.0064,0.0211,0.0079,-0.0342,0.8385
1740035339.8477,-0.0061,0.0179,0.0076,-0.0282,0.9808
1740035339.8577,-0.0059,0.0238,0.0073,-0.0359,0.6469
1740035339.8677,-0.0057,0.0275,0.0069,-0.0403,0.4112
1740035339.8778,-0.0054,0.0292,0.0065,-0.0417,0.2711
1740035339.8877,-0.0051,0.0298,0.0061,-0.0417,0.1816
1740035339.8978,-0.0049,0.0145,0.0059,-0.0176,1.0135
1740035339.9077,-0.0048,0.0060,0.0057,-0.0039,1.4664
1740035339.9177,-0.0047,0.0169,0.0055,-0.0194,0.8979
1740035339.9278,-0.0045,0.0211,0.0054,-0.0252,0.6630
1740035339.9378,-0.0048,-0.0974,0.0059,0.1533,7.1959
1740035339.9477,-0.0055,-0.0581,0.0070,0.0949,5.4165
1740035339.9578,-0.0058,-0.0138,0.0076,0.0292,3.2509
1740035339.9677,-0.0058,0.0118,0.0076,-0.0081,1.9679
1740035339.9777,-0.0056,0.0263,0.0074,-0.0287,1.2075
1740035339.9878,-0.0053,0.0341,0.0071,-0.0393,0.7686
1740035339.9978,-0.0050,0.0390,0.0067,-0.0455,0.4571
1740035340.0077,-0.0046,0.0408,0.0062,-0.0472,0.2967
1740035340.0177,-0.0041,0.0593,0.0056,-0.0741,-0.8042
1740035340.0278,-0.0035,0.0719,0.0049,-0.0919,-1.6219
1740035340.0377,-0.0028,0.0560,0.0041,-0.0672,-0.9274
1740035340.0478,-0.0023,0.0776,0.0034,-0.0987,-2.2167
1740035340.0577,-0.0016,0.0569,0.0026,-0.0670,-1.2841
1740035340.0677,-0.0011,0.0796,0.0020,-0.1004,-2.6294
1740035340.0777,-0.0004,0.0557,0.0012,-0.0641,-1.5331
1740035340.0880,0.0000,0.0419,0.0007,-0.0432,-0.9019
1740035340.0977,0.0003,0.0352,0.0005,-0.0330,-0.6019
1740035340.1078,0.0006,0.0289,0.0002,-0.0233,-0.3208
1740035340.1177,0.0012,0.0513,-0.0005,-0.0569,-1.6915
1740035340.1277,0.0016,0.0560,-0.0010,-0.0638,-2.0607
1740035340.1377,0.0023,0.0571,-0.0017,-0.0655,-2.3276
1740035340.1477,0.0028,0.0367,-0.0022,-0.0350,-1.3669
1740035340.1577,0.0032,0.0352,-0.0026,-0.0329,-1.4020
1740035340.1678,0.0034,0.0242,-0.0029,-0.0168,-0.8847
1740035340.1778,0.0036,0.0134,-0.0029,-0.0010,-0.3428
1740035340.1877,0.0037,-0.0008,-0.0029,0.0200,0.4115
1740035340.1977,0.0037,0.0026,-0.0027,0.0143,0.2526
1740035340.2077,0.0038,0.0048,-0.0026,0.0107,0.1512
1740035340.2177,0.0036,-0.0122,-0.0022,0.0356,1.1507
1740035340.2277,0.0035,-0.0239,-0.0019,0.0529,1.8421
1740035340.2377,0.0034,-0.0084,-0.0015,0.0292,1.1029
1740035340.2477,0.0034,0.0012,-0.0013,0.0145,0.6320
1740035340.2577,0.0033,-0.0069,-0.0010,0.0264,1.1317
1740035340.2678,0.0032,-0.0026,-0.0008,0.0198,0.9584
1740035340.2777,0.0033,0.0050,-0.0007,0.0081,0.5801
1740035340.2878,0.0033,0.0065,-0.0006,0.0058,0.5127
1740035340.2977,0.0034,0.0103,-0.0006,-0.0000,0.3155
1740035340.3077,0.0035,0.0189,-0.0006,-0.0129,-0.1508
1740035340.3177,0.0037,0.0170,-0.0007,-0.0102,-0.0791
1740035340.3280,0.0038,0.0160,-0.0008,-0.0087,-0.0455
1740035340.3378,0.0040,0.0150,-0.0009,-0.0074,-0.0161
1740035340.3478,0.0041,0.0144,-0.0010,-0.0066,-0.0023
1740035340.3577,0.0043,0.0138,-0.0010,-0.0058,0.0086
1740035340.3677,0.0044,0.0327,-0.0011,-0.0343,-1.0302
1740035340.3779,0.0047,0.0234,-0.0014,-0.0204,-0.6045
1740035340.3878,0.0049,0.0325,-0.0016,-0.0343,-1.1491
1740035340.3977,0.0051,0.0274,-0.0017,-0.0267,-0.9148
1740035340.4077,0.0053,0.0410,-0.0019,-0.0473,-1.7142
1740035340.4177,0.0057,0.0260,-0.0023,-0.0251,-1.0147
1740035340.4278,0.0059,0.0394,-0.0025,-0.0454,-1.8003
1740035340.4377,0.0062,0.0239,-0.0028,-0.0224,-1.0686
1740035340.4477,0.0064,0.0350,-0.0030,-0.0395,-1.7323
1740035340.4579,0.0067,0.0217,-0.0033,-0.0198,-1.1021
1740035340.4677,0.0068,0.0119,-0.0034,-0.0055,-0.6303
1740035340.4777,0.0071,0.0242,-0.0037,-0.0244,-1.3880
1740035340.4877,0.0073,0.0131,-0.0038,-0.0084,-0.8642
1740035340.4977,0.0075,0.0274,-0.0041,-0.0303,-1.7386
1740035340.5077,0.0078,0.0321,-0.0043,-0.0379,-2.0780
1740035340.5177,0.0080,0.0148,-0.0046,-0.0125,-1.2448
1740035340.5278,0.0081,0.0048,-0.0046,0.0020,-0.7517
1740035340.5377,0.0081,-0.0010,-0.0046,0.0100,-0.4599
1740035340.5478,0.0081,-0.0037,-0.0045,0.0134,-0.3222
1740035340.5578,0.0084,0.0942,-0.0050,-0.1340,-5.7283
1740035340.5677,0.0092,0.0922,-0.0061,-0.1313,-5.9553
1740035340.5778,0.0099,0.0422,-0.0070,-0.0570,-3.5576
1740035340.5877,0.0101,0.0112,-0.0073,-0.0114,-2.0318
1740035340.5978,0.0103,0.0114,-0.0076,-0.0127,-2.1618
1740035340.6077,0.0103,-0.0055,-0.0076,0.0115,-1.3192
1740035340.6177,0.0103,-0.0054,-0.0075,0.0101,-1.3822
1740035340.6277,0.0102,-0.0156,-0.0073,0.0242,-0.8530
1740035340.6378,0.0101,-0.0206,-0.0071,0.0308,-0.5712
1740035340.6478,0.0099,-0.0235,-0.0068,0.0342,-0.3926
1740035340.6578,0.0096,-0.0287,-0.0064,0.0408,-0.0692
1740035340.6677,0.0093,-0.0356,-0.0060,0.0503,0.3496
1740035340.6777,0.0090,-0.0311,-0.0056,0.0425,0.1747
1740035340.6878,0.0087,-0.0282,-0.0052,0.0372,0.0714
1740035340.6977,0.0083,-0.0412,-0.0046,0.0558,0.8755
1740035340.7077,0.0079,-0.0531,-0.0041,0.0730,1.6083
1740035340.7177,0.0074,-0.0381,-0.0035,0.0498,0.9251
1740035340.7277,0.0071,-0.0292,-0.0031,0.0357,0.5207
1740035340.7377,0.0068,-0.0237,-0.0027,0.0270,0.2815
1740035340.7477,0.0066,-0.0202,-0.0025,0.0213,0.1294
1740035340.7577,0.0062,-0.0370,-0.0020,0.0459,1.1390
1740035340.7677,0.0061,-0.0338,-0.0018,0.0410,0.9940
1740035340.7777,0.0058,-0.0242,-0.0015,0.0262,0.5460
1740035340.7878,0.0056,-0.0353,-0.0013,0.0427,1.1891
1740035340.7978,0.0053,-0.0245,-0.0009,0.0262,0.6826
1740035340.8077,0.0051,-0.0297,-0.0007,0.0337,1.0059
1740035340.8177,0.0048,-0.0206,-0.0005,0.0199,0.5755
1740035340.8303,0.0047,-0.0154,-0.0003,0.0120,0.3275
1740035340.8377,0.0044,-0.0329,0.0000,0.0382,1.3512
1740035340.8477,0.0041,-0.0210,0.0003,0.0203,0.7830
1740035340.8577,0.0039,-0.0135,0.0004,0.0090,0.4134
1740035340.8678,0.0038,-0.0098,0.0005,0.0036,0.2302
1740035340.8777,0.0038,-0.0072,0.0005,-0.0003,0.0938
1740035340.8877,0.0037,-0.0063,0.0005,-0.0016,0.0428
1740035340.8978,0.0036,-0.0058,0.0005,-0.0023,0.0085
1740035340.9077,0.0036,-0.0020,0.0004,-0.0080,-0.2037
1740035340.9177,0.0035,-0.0035,0.0004,-0.0056,-0.1377
1740035340.9277,0.0035,-0.0044,0.0003,-0.0042,-0.1025
1740035340.9378,0.0036,0.0188,0.0001,-0.0389,-1.4128
1740035340.9482,0.0037,0.0115,-0.0001,-0.0279,-1.0824
1740035340.9577,0.0038,0.0035,-0.0004,-0.0158,-0.7347
1740035340.9677,0.0038,0.0005,-0.0005,-0.0114,-0.5959
1740035340.9777,0.0038,-0.0034,-0.0006,-0.0055,-0.4059
1740035340.9877,0.0038,-0.0065,-0.0006,-0.0010,-0.2603
1740035340.9977,0.0037,-0.0071,-0.0006,-0.0002,-0.2403
1740035341.0077,0.0036,-0.0115,-0.0006,0.0063,-0.0085
1740035341.0177,0.0035,-0.0110,-0.0005,0.0055,-0.0260
1740035341.0278,0.0034,-0.0107,-0.0005,0.0050,-0.0346
1740035341.0381,0.0033,-0.0163,-0.0004,0.0133,0.2752
1740035341.0479,0.0031,-0.0137,-0.0003,0.0093,0.1584
1740035341.0577,0.0029,-0.0171,-0.0001,0.0143,0.3776
1740035341.0677,0.0028,-0.0141,-0.0000,0.0098,0.2412
1740035341.0777,0.0027,-0.0124,0.0000,0.0072,0.1608
1740035341.0877,0.0026,-0.0106,0.0001,0.0045,0.0749
1740035341.0978,0.0024,-0.0237,0.0003,0.0241,0.8396
1740035341.1077,0.0022,-0.0425,0.0005,0.0524,1.9040
1740035341.1177,0.0018,-0.0259,0.0009,0.0275,1.1156
1740035341.1277,0.0016,-0.0448,0.0012,0.0560,2.1982
1740035341.1377,0.0009,-0.0558,0.0020,0.0724,3.0172
1740035341.1477,0.0005,-0.0301,0.0025,0.0340,1.7823
1740035341.1577,-0.0000,-0.0412,0.0032,0.0509,2.5787
1740035341.1677,-0.0003,-0.0238,0.0035,0.0251,1.7396
1740035341.1777,-0.0014,-0.2213,0.0051,0.3218,12.7695
1740035341.1878,-0.0030,-0.1128,0.0074,0.1590,7.5854
1740035341.1993,-0.0039,-0.0877,0.0087,0.1219,6.6081
1740035341.2077,-0.0044,-0.0368,0.0094,0.0465,4.1246
1740035341.2177,-0.0045,0.0073,0.0094,-0.0182,1.8624
1740035341.2277,-0.0044,-0.0014,0.0092,-0.0036,2.3436
1740035341.2378,-0.0043,0.0112,0.0091,-0.0215,1.6963
1740035341.2497,-0.0042,0.0191,0.0089,-0.0326,1.2712
1740035341.2577,-0.0041,0.0219,0.0086,-0.0354,1.1158
1740035341.2678,-0.0038,0.0292,0.0082,-0.0451,0.6874
1740035341.2777,-0.0035,0.0272,0.0078,-0.0406,0.7621
1740035341.2878,-0.0033,0.0312,0.0074,-0.0455,0.5065
1740035341.2977,-0.0029,0.0318,0.0069,-0.0451,0.4162
1740035341.3077,-0.0026,0.0369,0.0064,-0.0517,0.0787
1740035341.3177,-0.0022,0.0357,0.0059,-0.0488,0.0711
1740035341.3277,-0.0019,0.0345,0.0055,-0.0459,0.0660
1740035341.3377,-0.0015,0.0333,0.0050,-0.0432,0.0623
1740035341.3478,-0.0012,0.0321,0.0046,-0.0407,0.0594
1740035341.3578,-0.0009,0.0485,0.0041,-0.0646,-0.9081
1740035341.3677,-0.0005,0.0401,0.0036,-0.0513,-0.5577
1740035341.3778,-0.0000,0.0365,0.0031,-0.0451,-0.4686
1740035341.3878,0.0003,0.0347,0.0027,-0.0420,-0.4531
1740035341.3977,0.0006,0.0296,0.0023,-0.0339,-0.2513
1740035341.4078,0.0009,0.0314,0.0020,-0.0361,-0.4048
1740035341.4177,0.0012,0.0268,0.0016,-0.0289,-0.2243
1740035341.4277,0.0015,0.0254,0.0014,-0.0264,-0.1962
1740035341.4378,0.0017,0.0227,0.0011,-0.0222,-0.1020
1740035341.4477,0.0019,0.0256,0.0009,-0.0263,-0.2995
1740035341.4578,0.0021,0.0226,0.0007,-0.0215,-0.1782
1740035341.4677,0.0024,0.0289,0.0005,-0.0308,-0.5600
1740035341.4777,0.0026,0.0233,0.0002,-0.0223,-0.3206
1740035341.4878,0.0028,0.0209,0.0001,-0.0186,-0.2221
1740035341.4979,0.0030,0.0181,-0.0001,-0.0144,-0.1127
1740035341.5078,0.0032,0.0322,-0.0002,-0.0355,-0.9045
1740035341.5193,0.0034,0.0254,-0.0005,-0.0254,-0.6041
1740035341.5277,0.0036,0.0201,-0.0006,-0.0173,-0.3628
1740035341.5378,0.0039,0.0277,-0.0010,-0.0288,-0.8558
1740035341.5477,0.0041,0.0203,-0.0012,-0.0178,-0.5238
1740035341.5577,0.0044,0.0248,-0.0015,-0.0246,-0.8414
1740035341.5677,0.0046,0.0271,-0.0017,-0.0282,-1.0254
1740035341.5777,0.0048,0.0180,-0.0019,-0.0149,-0.6060
1740035341.5878,0.0050,0.0132,-0.0020,-0.0078,-0.3831
1740035341.5977,0.0051,0.0146,-0.0021,-0.0101,-0.4869
1740035341.6077,0.0052,0.0060,-0.0021,0.0024,-0.0577
1740035341.6177,0.0052,0.0055,-0.0021,0.0029,-0.0368
1740035341.6277,0.0053,0.0052,-0.0021,0.0032,-0.0223
1740035341.6377,0.0053,-0.0029,-0.0019,0.0149,0.4357
1740035341.6477,0.0053,0.0004,-0.0018,0.0097,0.2781
1740035341.6577,0.0052,-0.0049,-0.0016,0.0173,0.6011
1740035341.6678,0.0052,-0.0124,-0.0015,0.0283,1.0324
1740035341.6777,0.0051,-0.0037,-0.0012,0.0150,0.6125
1740035341.6877,0.0051,0.0008,-0.0011,0.0080,0.3887
1740035341.6977,0.0050,-0.0066,-0.0009,0.0189,0.8343
1740035341.7077,0.0050,-0.0001,-0.0008,0.0090,0.5154
1740035341.7178,0.0049,-0.0028,-0.0007,0.0129,0.6878
1740035341.7278,0.0049,0.0066,-0.0006,-0.0013,0.2048
1740035341.7379,0.0050,0.0080,-0.0006,-0.0035,0.1224
1740035341.7479,0.0051,0.0086,-0.0006,-0.0044,0.0782
1740035341.7578,0.0053,0.0186,-0.0009,-0.0195,-0.5161
1740035341.7677,0.0054,0.0143,-0.0010,-0.0131,-0.3282
1740035341.7777,0.0057,0.0319,-0.0014,-0.0396,-1.3763
1740035341.7877,0.0060,0.0207,-0.0017,-0.0230,-0.8664
1740035341.7978,0.0065,0.0416,-0.0023,-0.0544,-2.1549
1740035341.8077,0.0068,0.0242,-0.0027,-0.0285,-1.3430
1740035341.8177,0.0070,0.0129,-0.0029,-0.0119,-0.8057
1740035341.8277,0.0071,0.0446,-0.0030,-0.0599,-2.5615
1740035341.8378,0.0074,0.0229,-0.0034,-0.0277,-1.5313
1740035341.8477,0.0076,0.0467,-0.0037,-0.0639,-2.8946
1740035341.8578,0.0079,0.0272,-0.0040,-0.0349,-1.9675
1740035341.8678,0.0081,0.0118,-0.0042,-0.0123,-1.2222
1740035341.8777,0.0084,0.0258,-0.0047,-0.0339,-2.1169
1740035341.8878,0.0085,0.0250,-0.0049,-0.0333,-2.1658
1740035341.8977,0.0089,0.0232,-0.0053,-0.0312,-2.2229
1740035341.9078,0.0090,0.0069,-0.0055,-0.0075,-1.4318
1740035341.9177,0.0091,0.0021,-0.0056,-0.0010,-1.2380
1740035341.9278,0.0090,-0.0057,-0.0055,0.0100,-0.8484
1740035341.9377,0.0089,-0.0133,-0.0054,0.0207,-0.4388
1740035341.9477,0.0088,-0.0162,-0.0051,0.0242,-0.2686
1740035341.9577,0.0086,-0.0225,-0.0048,0.0329,0.1056
1740035341.9693,0.0083,-0.0211,-0.0045,0.0300,0.0792
1740035341.9778,0.0082,-0.0195,-0.0042,0.0269,0.0247
1740035341.9878,0.0080,-0.0222,-0.0039,0.0302,0.2029
1740035341.9978,0.0077,-0.0195,-0.0037,0.0255,0.0949
1740035342.0077,0.0076,-0.0212,-0.0034,0.0275,0.2196
1740035342.0177,0.0074,-0.0185,-0.0032,0.0228,0.1054
1740035342.0278,0.0072,-0.0172,-0.0030,0.0206,0.0583
1740035342.0378,0.0070,-0.0156,-0.0028,0.0175,-0.0061
1740035342.0477,0.0069,-0.0061,-0.0026,0.0028,-0.4989
1740035342.0578,0.0068,-0.0096,-0.0026,0.0076,-0.3205
